trip_id,customer_id,flight_number,airline_id,aircraft_id,airport_src,airport_dst,departure_time,departure_date,flight_duration,travel_class,seat_number,price
2241,6528604,JJ0645,4867,321A321,92,35,06:45:00,2018-10-21,1:00,business,17H,437
2242,6528604,O61800,3764,319A319,66,104,18:00:00,2018-11-09,1:06,economy,2C,43
2242,6528604,O61015,3764,318A318,63,49,10:15:00,2018-11-22,1:06,business,38H,443
2243,7267685,V71800,20577,717B712,101,88,18:00:00,2017-11-02,1:42,economy,5A,87
2243,7267685,V70745,20577,717B712,42,4,07:45:00,2017-11-09,1:42,business,28B,487
2244,7267685,KM1445,242,320A320,47,105,14:45:00,2018-04-16,2:41,economy,9F,158
2244,7267685,KM2215,242,319A319,93,34,22:15:00,2018-05-14,2:41,economy,5C,158
2245,7267685,IB1115,2822,752B752,12,55,11:15:00,2018-09-24,7:45,economy,4G,525
2245,7267685,IB0800,2822,752B752,42,20,08:00:00,2018-10-22,7:45,business,41D,925
2246,7267685,TO0645,8745,320A320,102,22,06:45:00,2018-12-28,3:06,business,32E,588
2246,7267685,TO2230,8745,320A320,40,82,22:30:00,2019-01-10,3:06,economy,3E,188
2247,9354677,QR2045,4091,332A332,69,40,20:45:00,2018-06-21,7:22,economy,2B,497
2247,9354677,QR1100,4091,333A333,23,5,11:00:00,2018-07-22,7:22,economy,9G,497
2248,9354677,MS1515,2143,320A320,81,40,15:15:00,2018-11-28,4:21,business,35D,678
2248,9354677,MS1715,2143,320A320,66,74,17:15:00,2018-12-26,4:21,economy,1A,278
2249,9354677,UA0830,5209,333A333,68,2,08:30:00,2018-12-31,6:32,business,43E,837
2249,9354677,UA1730,5209,333A333,95,45,17:30:00,2019-01-10,6:32,economy,6H,437
2250,4599869,W62245,5461,320A320,50,18,22:45:00,2012-08-28,2:57,business,15F,578
2250,4599869,W61045,5461,320A320,73,11,10:45:00,2012-09-14,2:57,business,37B,578
2251,4599869,W61030,5461,320A320,70,88,10:30:00,2015-08-19,2:41,economy,1J,158
2251,4599869,W61115,5461,320A320,11,27,11:15:00,2015-09-07,2:41,economy,4I,158
2252,4599869,PM2015,5016,AT4AT43,23,27,20:15:00,2017-10-30,0:41,economy,6H,14
2252,4599869,PM1345,5016,AT4AT43,22,66,13:45:00,2017-11-29,0:41,economy,6C,14
2253,4599869,ZB1800,220,752B752,49,47,18:00:00,2018-10-31,1:52,economy,6I,99
2253,4599869,ZB1115,220,321A321,82,71,11:15:00,2018-11-23,1:52,business,38A,499
2254,4599869,FR2215,4296,738B738,91,92,22:15:00,2018-12-28,2:13,business,21B,524
2254,4599869,FR1230,4296,738B738,12,45,12:30:00,2019-01-26,2:13,business,29H,524
2255,7764750,SX1045,18543,D38D328,5,89,10:45:00,2016-05-01,0:56,business,33A,432
2255,7764750,SX1945,18543,D38D328,14,28,19:45:00,2016-05-23,0:56,economy,2F,32
2256,7764750,3L0930,2916,DH3DH8C,97,42,09:30:00,2016-09-17,1:10,business,11H,448
2256,7764750,3L1600,2916,DH3DH8C,104,52,16:00:00,2016-10-13,1:10,business,26A,448
2257,7764750,TU1600,4870,736B736,37,71,16:00:00,2017-02-28,2:23,economy,7H,137
2257,7764750,TU1845,4870,736B736,6,87,18:45:00,2017-03-23,2:23,economy,7D,137
2258,7764750,3L0930,2916,DH3DH8C,73,51,09:30:00,2017-09-04,1:10,business,39B,448
2258,7764750,3L1600,2916,DH3DH8C,16,37,16:00:00,2017-09-09,1:10,economy,10A,48
2259,7764750,BA0900,1355,FRJJ328,15,86,09:00:00,2017-09-19,1:38,business,13B,482
2259,7764750,BA2100,1355,FRJJ328,39,12,21:00:00,2017-10-13,1:38,business,14G,482
2260,7764750,U21545,2297,320A320,100,6,15:45:00,2017-12-09,4:01,business,30B,654
2260,7764750,U22045,2297,320A320,67,29,20:45:00,2017-12-26,4:01,business,27E,654
2261,7764750,UA1815,5209,333A333,100,93,18:15:00,2018-01-01,10:15,business,32A,1106
2261,7764750,UA1430,5209,333A333,34,8,14:30:00,2018-01-16,10:15,business,15I,1106
2262,7764750,CA1430,751,330,101,100,14:30:00,2018-06-29,10:42,business,14H,1138
2262,7764750,CA1830,751,330,50,6,18:30:00,2018-07-11,10:42,economy,7E,738
2263,7764750,U22100,2297,320A320,66,89,21:00:00,2018-08-17,1:34,business,40G,477
2263,7764750,U20815,2297,320A320,91,7,08:15:00,2018-09-15,1:34,business,13J,477
2264,7764750,LX1600,4559,320A320,29,105,16:00:00,2018-11-20,2:02,economy,8E,111
2264,7764750,LX0845,4559,320A320,50,54,08:45:00,2018-11-28,2:02,economy,1I,111
2265,4363053,OS0915,491,320A320,56,11,09:15:00,2012-10-16,1:42,economy,6D,87
2265,4363053,OS1530,491,320A320,96,5,15:30:00,2012-11-10,1:42,economy,6I,87
2266,4363053,U21830,2297,319A319,85,39,18:30:00,2016-05-18,2:23,economy,3J,136
2266,4363053,U21115,2297,319A319,105,20,11:15:00,2016-05-28,2:23,business,28F,536
2267,4363053,AZ2030,596,320A320,48,41,20:30:00,2018-10-06,1:44,economy,1F,89
2267,4363053,AZ1600,596,320A320,14,29,16:00:00,2018-10-27,1:44,business,43I,489
2268,4363053,OS1930,491,DH4DH8D,95,11,19:30:00,2018-11-30,1:02,business,24J,438
2268,4363053,OS2045,491,DH4DH8D,17,58,20:45:00,2018-12-30,1:02,business,16E,438
2269,2787045,OS0930,491,319A319,67,30,09:30:00,2017-09-27,1:22,economy,3B,63
2269,2787045,OS1845,491,319A319,33,56,18:45:00,2017-10-21,1:22,business,15D,463
2270,2787045,TP1330,4869,320A320,22,33,13:30:00,2018-06-13,3:22,business,26G,607
2270,2787045,TP0630,4869,319A319,5,105,06:30:00,2018-06-19,3:22,business,26F,607
2271,6768896,LA0630,3200,320A320,9,12,06:30:00,2015-06-30,2:19,economy,5F,131
2271,6768896,LA2030,3200,320A320,7,84,20:30:00,2015-07-24,2:19,economy,5H,131
2272,6768896,8R2000,5188,SF3SF34,56,11,20:00:00,2016-04-29,0:57,business,41I,432
2272,6768896,8R0615,5188,SF3SF34,105,81,06:15:00,2016-05-21,0:57,business,38H,432
2273,6768896,AR2045,412,737,65,49,20:45:00,2016-05-26,1:33,economy,5A,76
2273,6768896,AR1300,412,737,48,95,13:00:00,2016-06-06,1:33,economy,1J,76
2274,6768896,LA1100,3200,320A320,13,74,11:00:00,2017-06-25,1:18,business,31B,458
2274,6768896,LA1815,3200,320A320,37,42,18:15:00,2017-07-11,1:18,business,15D,458
2275,6768896,KL2100,3090,777,4,53,21:00:00,2017-11-08,14:45,economy,8A,1031
2275,6768896,KL1315,3090,777,24,29,13:15:00,2017-12-06,14:45,economy,7B,1031
2276,6768896,AR2245,412,737,75,99,22:45:00,2018-02-01,1:54,economy,7E,101
2276,6768896,AR2245,412,737,29,5,22:45:00,2018-02-10,1:54,economy,5F,101
2277,9353058,UA1315,5209,E70E170,51,78,13:15:00,2014-08-06,1:28,business,41C,470
2277,9353058,UA1315,5209,E70E170,43,12,13:15:00,2014-08-29,1:28,business,43E,470
2278,9353058,AC2115,330,319A319,23,80,21:15:00,2016-09-07,3:58,business,19B,651
2278,9353058,AC1615,330,319A319,38,31,16:15:00,2016-09-24,3:58,business,23B,651
2279,9353058,WS2130,5416,DH4DH8D,43,13,21:30:00,2017-12-29,1:09,economy,10D,47
2279,9353058,WS2030,5416,DH4DH8D,11,92,20:30:00,2018-01-17,1:09,business,30H,447
2280,9353058,AC0715,330,319A319,6,76,07:15:00,2018-11-16,4:14,business,30C,670
2280,9353058,AC1745,330,320A320,2,47,17:45:00,2018-12-14,4:14,economy,4H,270
2281,9353058,AC1945,330,BEHB190,96,83,19:45:00,2018-12-24,1:07,business,29A,445
2281,9353058,AC1430,330,BEHB190,91,95,14:30:00,2019-01-24,1:07,business,33H,445
2282,9662961,KL0600,3090,737,45,77,06:00:00,2017-03-31,0:58,economy,9A,34
2282,9662961,KL1730,3090,737,2,45,17:30:00,2017-04-05,0:58,economy,3F,34
2283,9662961,W61000,5461,320A320,29,91,10:00:00,2018-07-28,1:39,economy,10A,84
2283,9662961,W61300,5461,320A320,60,46,13:00:00,2018-08-05,1:39,economy,8I,84
2284,9662961,FR1815,4296,738B738,66,69,18:15:00,2018-10-20,4:24,economy,8A,282
2284,9662961,FR0700,4296,738B738,30,105,07:00:00,2018-11-08,4:24,economy,4H,282
2285,9662961,KL1545,3090,330,76,53,15:45:00,2018-12-20,11:08,business,29D,1169
2285,9662961,KL2230,3090,330,4,80,22:30:00,2019-01-11,11:08,business,32B,1169
2286,7758512,BE1315,2421,DH4DH8D,14,93,13:15:00,2012-11-26,1:17,economy,4B,57
2286,7758512,BE0730,2421,DH4DH8D,66,2,07:30:00,2012-12-07,1:17,economy,6F,57
2287,7758512,SK1630,4319,736B736,80,75,16:30:00,2017-05-28,2:01,economy,8C,110
2287,7758512,SK1415,4319,73GB737,25,38,14:15:00,2017-06-23,2:01,business,14I,510
2288,7758512,AB1115,214,320A320,41,103,11:15:00,2018-03-20,1:11,economy,3G,49
2288,7758512,AB1815,214,738B738,7,44,18:15:00,2018-04-16,1:11,economy,10B,49
2289,7758512,ST0815,2547,73GB737,35,39,08:15:00,2018-10-10,4:09,business,11F,664
2289,7758512,ST1100,2547,73GB737,41,46,11:00:00,2018-10-29,4:09,economy,5G,264
2290,7758512,AB0700,214,738B738,14,95,07:00:00,2018-11-30,3:04,business,17C,585
2290,7758512,AB0815,214,738B738,34,10,08:15:00,2018-12-30,3:04,economy,5B,185
2291,5113718,S21015,241,738B738,99,88,10:15:00,2012-11-07,2:10,economy,9F,121
2291,5113718,S21630,241,738B738,29,33,16:30:00,2012-11-12,2:10,economy,7G,121
2292,5113718,EK1715,2183,773B773,67,82,17:15:00,2018-02-17,3:51,business,25F,642
2292,5113718,EK1515,2183,773B773,95,100,15:15:00,2018-03-12,3:51,economy,4I,242
2293,5113718,SG1315,4375,737,43,75,13:15:00,2018-11-05,2:22,economy,8I,135
2293,5113718,SG1315,4375,737,97,38,13:15:00,2018-12-04,2:22,business,38F,535
2294,5113718,SQ2000,4435,333A333,73,98,20:00:00,2018-12-23,4:06,economy,7F,261
2294,5113718,SQ2200,4435,333A333,49,87,22:00:00,2019-01-02,4:06,economy,3C,261
2295,9314345,W30915,20976,CR9CRJ9,56,17,09:15:00,2011-10-28,0:56,business,21A,431
2295,9314345,W30730,20976,73GB737,74,7,07:30:00,2011-11-02,0:56,economy,10F,31
2296,9314345,EY0930,2222,332A332,2,50,09:30:00,2016-09-11,7:43,business,32F,922
2296,9314345,EY1715,2222,332A332,40,104,17:15:00,2016-09-17,7:43,business,18F,922
2297,9567835,UA0900,5209,333A333,42,62,09:00:00,2013-01-07,8:12,economy,5C,558
2297,9567835,UA0745,5209,333A333,83,90,07:45:00,2013-02-06,8:12,economy,8H,558
2298,9567835,QF1330,4089,77LB77L,54,62,13:30:00,2017-09-19,6:37,economy,6J,442
2298,9567835,QF0700,4089,77LB77L,103,24,07:00:00,2017-10-08,6:37,economy,3I,442
2299,9567835,LX1215,4559,320A320,47,2,12:15:00,2018-11-05,4:14,economy,3G,270
2299,9567835,LX1430,4559,320A320,22,105,14:30:00,2018-11-22,4:14,business,31I,670
2300,9567835,LX0615,4559,320A320,74,3,06:15:00,2018-12-06,1:03,business,19A,440
2300,9567835,LX1700,4559,321A321,101,96,17:00:00,2018-12-28,1:03,economy,1D,40
2301,8974198,ZL1045,4178,SF3SF34,58,3,10:45:00,2012-10-29,1:15,economy,4H,55
2301,8974198,ZL1530,4178,SF3SF34,26,18,15:30:00,2012-11-04,1:15,economy,3F,55
2302,8974198,QF1015,4089,332A332,28,46,10:15:00,2013-12-24,11:32,business,11D,1198
2302,8974198,QF2215,4089,332A332,3,44,22:15:00,2014-01-09,11:32,economy,8H,798
2303,8974198,TL0945,338,E70E170,32,38,09:45:00,2018-02-19,2:48,economy,7G,167
2303,8974198,TL1330,338,E70E170,42,5,13:30:00,2018-03-09,2:48,business,18A,567
2304,8974198,VA1745,5360,320A320,21,47,17:45:00,2018-11-06,2:42,economy,7J,160
2304,8974198,VA1930,5360,100F100,49,32,19:30:00,2018-11-25,2:42,economy,4J,160
2305,8974198,CX1300,1680,333A333,43,82,13:00:00,2018-12-03,7:25,business,20F,901
2305,8974198,JL1800,2987,333A333,22,61,18:00:00,2018-12-28,7:25,business,42I,901
2306,8822825,FR2245,4296,738B738,50,72,22:45:00,2013-09-04,1:46,business,34J,491
2306,8822825,FR0830,4296,738B738,24,62,08:30:00,2013-09-14,1:46,business,40G,491
2307,8822825,OS0845,491,D38D328,85,101,08:45:00,2018-07-29,0:43,economy,9H,15
2307,8822825,OS1745,491,DH4DH8D,40,5,17:45:00,2018-08-20,0:43,economy,7G,15
2308,8822825,OS1215,491,320A320,85,69,12:15:00,2018-10-03,1:28,economy,6F,70
2308,8822825,OS1045,491,CR9CRJ9,27,14,10:45:00,2018-10-30,1:28,economy,2F,70
2309,8822825,VY1245,2439,320A320,88,5,12:45:00,2018-12-27,2:12,economy,7C,123
2309,8822825,VY2245,2439,320A320,94,17,22:45:00,2019-01-17,2:12,business,34D,523
2310,6144584,UN1745,5067,777,28,37,17:45:00,2010-08-25,9:49,economy,1J,674
2310,6144584,UN2045,5067,777,67,32,20:45:00,2010-09-04,9:49,economy,8I,674
2311,6144584,S71430,4329,738B738,33,16,14:30:00,2015-02-24,3:03,business,29F,584
2311,6144584,S70930,4329,320A320,95,98,09:30:00,2015-03-17,3:03,business,33G,584
2312,6144584,SU1930,130,321A321,94,59,19:30:00,2015-10-10,4:15,business,29F,671
2312,6144584,SU0930,130,321A321,65,92,09:30:00,2015-10-15,4:15,economy,5J,271
2313,6144584,SZ0930,10122,737,37,59,09:30:00,2016-12-18,2:52,business,36F,571
2313,6144584,SZ1545,10122,737,76,67,15:45:00,2017-01-03,2:52,business,18B,571
2314,6144584,YC0830,9828,CR2CRJ2,56,91,08:30:00,2018-08-13,2:36,economy,1G,152
2314,6144584,YC2115,9828,CR2CRJ2,17,62,21:15:00,2018-09-04,2:36,business,22C,552
2315,6144584,2B1830,410,CR2CRJ2,40,54,18:30:00,2018-10-09,2:08,business,33C,519
2315,6144584,2B1100,410,CR2CRJ2,86,65,11:00:00,2018-10-14,2:08,economy,8G,119
2316,6144584,SU0945,130,320A320,72,52,09:45:00,2018-11-15,1:14,economy,3J,53
2316,6144584,SU1245,130,738B738,65,103,12:45:00,2018-11-28,1:14,business,24D,453
2317,3163194,AI0815,218,319A319,3,79,08:15:00,2010-03-16,0:56,economy,2B,32
2317,3163194,AI1145,218,319A319,77,50,11:45:00,2010-04-12,0:56,economy,7A,32
2318,3163194,S21415,241,AT7AT72,26,54,14:15:00,2014-03-14,1:05,economy,3I,42
2318,3163194,S21230,241,AT7AT72,88,28,12:30:00,2014-04-06,1:05,business,27H,442
2319,3163194,NH1715,324,737,33,65,17:15:00,2018-01-14,8:56,economy,10B,610
2319,3163194,NH1530,324,737,10,76,15:30:00,2018-01-27,8:56,business,18E,1010
2320,3163194,IX2130,569,738B738,7,79,21:30:00,2018-10-31,3:58,economy,3D,251
2320,3163194,IX2130,569,738B738,63,14,21:30:00,2018-11-14,3:58,economy,3G,251
2321,3163194,AI0930,218,CR7CRJ7,40,27,09:30:00,2018-12-16,3:35,business,12F,623
2321,3163194,AI0930,218,CR7CRJ7,73,24,09:30:00,2018-12-22,3:35,economy,9C,223
2322,3163194,SG1715,4375,737,68,18,17:15:00,2018-12-30,0:53,economy,3G,28
2322,3163194,SG1245,4375,737,105,43,12:45:00,2019-01-30,0:53,business,16B,428
2323,8672018,MO0730,502,FRJJ328,55,48,07:30:00,2012-02-27,0:51,business,30I,426
2323,8672018,MO1430,502,FRJJ328,38,91,14:30:00,2012-03-04,0:51,economy,4H,26
2324,8672018,TS2115,1317,310A310,4,66,21:15:00,2018-04-03,4:12,economy,3C,268
2324,8672018,TS2115,1317,310A310,67,70,21:15:00,2018-04-15,4:12,business,15A,668
2325,8672018,AC0830,330,BEHB190,99,57,08:30:00,2018-10-04,0:40,economy,3A,12
2325,8672018,8P2100,3856,SF3SF34,92,45,21:00:00,2018-10-11,0:40,business,36E,412
2326,428818,UN1345,5067,738B738,79,38,13:45:00,2015-01-19,4:04,business,19E,658
2326,428818,UN1645,5067,738B738,70,69,16:45:00,2015-02-04,4:04,business,31B,658
2327,428818,UR1715,15814,AT7AT72,19,52,17:15:00,2015-05-12,1:47,economy,2I,93
2327,428818,UR1430,15814,AT7AT72,38,100,14:30:00,2015-05-30,1:47,business,44I,493
2328,428818,S71500,4329,320A320,74,26,15:00:00,2017-02-11,4:08,economy,8A,263
2328,428818,S72200,4329,320A320,61,79,22:00:00,2017-03-01,4:08,business,40C,663
2329,428818,SU0700,130,321A321,39,19,07:00:00,2018-05-10,3:00,economy,8A,181
2329,428818,SU1815,130,321A321,53,22,18:15:00,2018-05-28,3:00,business,14B,581
2330,428818,DV1330,4840,735B735,17,29,13:30:00,2018-09-11,3:50,business,24F,642
2330,428818,DV1745,4840,735B735,3,37,17:45:00,2018-09-30,3:50,business,33H,642
2331,428818,YK1045,1943,737,98,70,10:45:00,2018-10-09,4:59,economy,1A,324
2331,428818,YK1345,1943,737,38,57,13:45:00,2018-11-07,4:59,business,26C,724
2332,428818,SU1245,130,SU9SU95,60,85,12:45:00,2018-12-21,2:10,economy,9A,120
2332,428818,SU1815,130,SU9SU95,49,77,18:15:00,2019-01-01,2:10,business,14C,520
2333,3191029,U20630,2297,320A320,37,1,06:30:00,2016-07-09,1:26,business,23I,467
2334,3191029,SX1845,18543,D38D328,84,72,18:45:00,2018-01-19,1:37,economy,4E,81
2334,3191029,SX1130,18543,D38D328,36,85,11:30:00,2018-02-01,1:37,economy,7A,81
2335,3191029,PC1730,3926,738B738,93,10,17:30:00,2018-12-25,3:20,economy,7E,206
2335,3191029,PC0930,3926,738B738,54,42,09:30:00,2019-01-01,3:20,business,18I,606
2336,9389285,RJ0900,4259,319A319,71,56,09:00:00,2018-10-11,3:32,economy,9E,220
2336,9389285,RJ2045,4259,320A320,22,50,20:45:00,2018-10-31,3:32,business,20C,620
2337,9389285,OS1545,491,100F100,52,25,15:45:00,2018-12-10,1:22,business,42A,463
2337,9389285,OS1845,491,319A319,30,16,18:45:00,2018-12-29,1:22,business,17F,463
2338,2126373,UO1930,2774,320A320,103,9,19:30:00,2016-10-03,3:02,business,40G,584
2338,2126373,UO2045,2774,320A320,59,88,20:45:00,2016-10-23,3:02,business,28D,584
2339,2126373,KL2245,3090,777,71,60,22:45:00,2018-01-16,11:49,business,43H,1220
2339,2126373,KL2130,3090,777,42,62,21:30:00,2018-02-04,11:49,business,30D,1220
2340,2126373,NH2130,324,735B735,42,62,21:30:00,2018-09-18,1:21,business,29J,462
2340,2126373,NH1945,324,735B735,30,26,19:45:00,2018-10-06,1:21,economy,5A,62
2341,7648204,W21245,18553,320A320,9,7,12:45:00,2014-10-17,3:49,business,31I,641
2341,7648204,W20900,18553,320A320,88,51,09:00:00,2014-10-25,3:49,business,34C,641
2342,7648204,OA1645,3776,DH4DH8D,75,45,16:45:00,2016-03-24,0:50,business,44G,424
2342,7648204,OA1415,3776,320A320,1,76,14:15:00,2016-04-05,0:50,business,43G,424
2343,7648204,SK1530,4319,736B736,78,43,15:30:00,2017-08-03,3:10,business,39B,594
2343,7648204,SK1930,4319,736B736,57,70,19:30:00,2017-08-14,3:10,business,21D,594
2344,9851465,ZB1230,220,320A320,62,90,12:30:00,2017-09-15,2:30,economy,1D,145
2344,9851465,ZB1115,220,320A320,90,19,11:15:00,2017-10-14,2:30,business,11I,545
2345,9851465,VY1000,2439,320A320,9,65,10:00:00,2018-12-08,3:02,business,11I,583
2345,9851465,VY1145,2439,320A320,63,97,11:45:00,2018-12-25,3:02,business,11B,583
2346,9851465,UN1830,5067,738B738,21,56,18:30:00,2018-12-30,5:10,business,36I,738
2346,9851465,UN2245,5067,738B738,5,100,22:45:00,2019-01-30,5:10,economy,1H,338
2347,4029837,AC1130,330,DH1DH8A,47,93,11:30:00,2014-07-09,1:11,business,33H,450
2347,4029837,AC1330,330,DH1DH8A,6,67,13:30:00,2014-07-17,1:11,economy,6E,50
2348,8596778,IR2115,2922,100F100,15,26,21:15:00,2012-08-13,1:21,business,34B,462
2348,8596778,IR1500,2922,M82MD82,51,75,15:00:00,2012-08-22,1:21,economy,3A,62
2349,8596778,IR1830,2922,100F100,94,79,18:30:00,2015-04-09,1:11,economy,6A,50
2349,8596778,IR1345,2922,100F100,97,82,13:45:00,2015-04-17,1:11,business,34E,450
2350,8596778,IR1000,2922,100F100,57,2,10:00:00,2015-12-20,1:34,economy,7H,78
2350,8596778,IR0915,2922,100F100,84,31,09:15:00,2016-01-16,1:34,business,41I,478
2351,8596778,IR0715,2922,320A320,10,19,07:15:00,2018-11-23,1:00,economy,7H,36
2351,8596778,IR1700,2922,M82MD82,92,72,17:00:00,2018-12-09,1:00,economy,10H,36
2352,8596778,IR1030,2922,M82MD82,21,1,10:30:00,2018-12-28,1:13,economy,10G,52
2352,8596778,IR2145,2922,M82MD82,17,37,21:45:00,2019-01-04,1:13,business,43I,452
2353,4393012,AR1830,412,E90E190,104,98,18:30:00,2015-10-28,1:39,economy,8C,83
2353,4393012,AR1230,412,E90E190,53,48,12:30:00,2015-11-15,1:39,business,15E,483
2354,4393012,AR0615,412,737,40,91,06:15:00,2016-04-21,1:18,economy,10I,59
2355,4393012,LA0745,3200,320A320,90,99,07:45:00,2018-08-24,1:43,economy,7D,89
2355,4393012,AR0915,412,737,45,39,09:15:00,2018-09-11,1:43,business,25H,489
2356,4393012,LA0615,3200,320A320,88,19,06:15:00,2018-10-06,1:44,business,12I,489
2356,4393012,LA1715,3200,320A320,62,68,17:15:00,2018-11-01,1:44,economy,4B,89
2357,4393012,LA0800,3200,763B763,35,48,08:00:00,2018-12-18,4:25,business,17I,683
2357,4393012,LA1900,3200,763B763,77,24,19:00:00,2018-12-28,4:25,economy,1D,283
2358,2097820,KL2045,3090,747,2,31,20:45:00,2010-04-22,12:05,business,31I,1238
2358,2097820,KL1430,3090,747,69,84,14:30:00,2010-05-15,12:05,business,23J,1238
2359,2097820,AF1515,137,E90E190,87,55,15:15:00,2012-07-11,1:44,economy,5G,89
2359,2097820,AF1330,137,E90E190,3,19,13:30:00,2012-07-22,1:44,economy,8H,89
2360,2097820,U22130,2297,319A319,82,64,21:30:00,2016-09-12,1:22,economy,2J,63
2360,2097820,U21400,2297,319A319,82,30,14:00:00,2016-10-06,1:22,business,31H,463
2361,2097820,W61500,5461,320A320,55,7,15:00:00,2017-10-18,1:42,business,19I,486
2361,2097820,W61245,5461,320A320,34,67,12:45:00,2017-11-08,1:42,business,30E,486
2362,2097820,U20630,2297,320A320,15,92,06:30:00,2018-03-09,1:11,business,19H,450
2362,2097820,U20715,2297,319A319,27,10,07:15:00,2018-03-30,1:11,economy,5I,50
2363,2097820,KL1345,3090,777,45,13,13:45:00,2018-05-06,12:44,business,26D,1285
2363,2097820,KL1345,3090,777,36,39,13:45:00,2018-05-17,12:44,economy,5I,885
2364,2097820,KL1730,3090,777,18,92,17:30:00,2018-11-10,6:55,economy,7F,465
2364,2097820,KL1915,3090,777,46,20,19:15:00,2018-12-04,6:55,business,16B,865
2365,2097820,U21515,2297,319A319,83,9,15:15:00,2018-12-09,1:19,economy,3F,59
2365,2097820,U21330,2297,320A320,61,80,13:30:00,2019-01-02,1:19,economy,5C,59
2366,956325,Q91600,11838,BEHB190,91,27,16:00:00,2014-12-23,0:56,business,18C,431
2366,956325,Q91530,11838,BEHB190,90,75,15:30:00,2015-01-19,0:56,economy,7F,31
2367,956325,WS1830,5416,319A319,8,79,18:30:00,2018-07-28,2:53,business,38J,573
2367,956325,WS0730,5416,319A319,81,92,07:30:00,2018-08-26,2:53,economy,9B,173
2368,956325,8P1745,3856,SF3SF34,23,18,17:45:00,2018-12-29,0:40,business,44A,412
2368,956325,AC1200,330,BEHB190,73,49,12:00:00,2019-01-08,0:40,economy,5J,12
2369,7929573,ME0715,3490,320A320,89,76,07:15:00,2010-08-13,4:24,business,16C,682
2369,7929573,ME1800,3490,320A320,76,91,18:00:00,2010-09-13,4:24,economy,9D,282
2370,7929573,ME1745,3490,332A332,86,75,17:45:00,2013-07-15,6:30,business,33H,834
2370,7929573,ME1100,3490,332A332,13,20,11:00:00,2013-07-21,6:30,economy,5A,434
2371,7929573,ME0645,3490,320A320,48,71,06:45:00,2015-12-22,0:45,business,25F,418
2371,7929573,ME1615,3490,320A320,38,43,16:15:00,2016-01-02,0:45,economy,5C,18
2372,7929573,AH0930,794,736B736,96,105,09:30:00,2017-03-18,4:09,economy,8E,264
2372,7929573,AH0930,794,736B736,54,44,09:30:00,2017-04-12,4:09,economy,1A,264
2373,7929573,ME0800,3490,320A320,3,26,08:00:00,2017-07-11,1:48,economy,3A,95
2373,7929573,ME2015,3490,320A320,79,35,20:15:00,2017-08-10,1:48,business,40H,495
2374,7929573,IR1315,2922,320A320,13,27,13:15:00,2018-10-24,2:17,business,32E,529
2374,7929573,IR1045,2922,320A320,3,101,10:45:00,2018-11-09,2:17,economy,5F,129
2375,7929573,IY2130,5496,330,83,65,21:30:00,2018-12-10,3:15,business,14J,599
2375,7929573,IY0745,5496,330,79,84,07:45:00,2018-12-27,3:15,business,29I,599
2376,8147159,JJ1845,4867,320A320,35,87,18:45:00,2013-11-03,0:54,business,25G,429
2376,8147159,JJ1900,4867,320A320,99,12,19:00:00,2013-11-21,0:54,business,41C,429
2377,8147159,O61330,3764,318A318,73,3,13:30:00,2018-01-19,2:55,economy,6C,176
2377,8147159,O61130,3764,318A318,64,29,11:30:00,2018-01-29,2:55,business,14E,576
2378,8147159,G30730,1790,738B738,52,19,07:30:00,2018-10-15,1:03,business,13D,440
2378,8147159,G31500,1790,73GB737,68,28,15:00:00,2018-10-23,1:03,business,15B,440
2379,8147159,O61515,3764,320A320,64,77,15:15:00,2018-10-30,1:18,economy,4G,58
2379,8147159,O61930,3764,320A320,43,57,19:30:00,2018-11-14,1:18,economy,8C,58
2380,905925,SV0745,4533,AB6A306,8,78,07:45:00,2014-06-08,2:41,business,36D,558
2380,905925,SV1515,4533,AB6A306,71,47,15:15:00,2014-06-20,2:41,economy,5G,158
2381,905925,EP1000,2923,100F100,1,98,10:00:00,2014-12-13,0:59,business,31G,435
2381,905925,EP1330,2923,100F100,58,7,13:30:00,2015-01-02,0:59,economy,1E,35
2382,905925,W51830,3370,AB6A306,5,73,18:30:00,2016-06-21,3:02,business,44J,583
2382,905925,W51145,3370,AB6A306,101,21,11:45:00,2016-07-18,3:02,business,27G,583
2383,905925,EP2200,2923,100F100,15,17,22:00:00,2018-02-04,1:09,business,21C,447
2383,905925,EP1630,2923,100F100,97,73,16:30:00,2018-03-03,1:09,economy,8B,47
2384,905925,Y91015,3148,F50F50,17,84,10:15:00,2018-05-11,0:48,business,28G,422
2384,905925,Y90915,3148,F50F50,98,15,09:15:00,2018-05-19,0:48,business,40J,422
2385,8400796,PC1815,3926,738B738,38,50,18:15:00,2017-03-17,1:41,economy,3J,86
2385,8400796,PC1545,3926,738B738,104,59,15:45:00,2017-04-14,1:41,business,12J,486
2386,8400796,TK1145,4951,738B738,81,51,11:45:00,2018-01-12,4:07,economy,6G,261
2386,8400796,TK0815,4951,738B738,12,102,08:15:00,2018-01-21,4:07,economy,2B,261
2387,8400796,PC1915,3926,738B738,82,40,19:15:00,2018-06-28,1:30,economy,3C,72
2387,8400796,PC1215,3926,320A320,95,99,12:15:00,2018-07-14,1:30,economy,8G,72
2388,8400796,TK1930,4951,320A320,105,21,19:30:00,2018-09-29,1:38,economy,10A,82
2388,8400796,TK1230,4951,319A319,81,84,12:30:00,2018-10-11,1:38,economy,10C,82
